"ID","A1B1","A1B2","A1B3","A2B1","A2B2","A2B3","A3B1","A3B2","A4B1","A4B2","NONE"
88,-0.624346467828852,0.340697500031747,0.283648967797104,-2.05327754883578,-2.98062180445495,5.03389935329073,11.1359866413063,-11.1359866413063,11.3860955159765,-11.3860955159765,10.7137536920663
89,-0.768397378859665,0.403463836746679,0.364933542112986,-1.92265617806917,-2.76033680875759,4.68299298682675,10.9204765181062,-10.9204765181062,11.1199537539452,-11.1199537539452,10.7865586455912
90,0.14656615717294,0.337417355670249,-0.483983512843188,-1.40736615436241,-3.01953201556185,4.42689816992426,10.9262361730252,-10.9262361730252,11.2735171416194,-11.2735171416194,10.9822212087832
91,0.0769611433550196,0.303492242330461,-0.38045338568548,-0.552124551373456,-3.98642055818727,4.53854510956073,10.064417077305,-10.064417077305,10.7743202624109,-10.7743202624109,11.098566008287
92,0.850770618064339,0.353940514926341,-1.20471113299068,-0.808762610778895,-3.41758089437541,4.22634350515431,9.64258190620591,-9.64258190620591,10.0986516212143,-10.0986516212143,10.711742101096
93,1.86441872931845,-0.229401747228354,-1.63501698209009,-0.752380998657393,-1.96275632430694,2.71513732296433,8.87267492838243,-8.87267492838243,7.75587119123908,-7.75587119123908,8.14519498669007
94,1.01713429538635,-0.10313675134665,-0.913997544039697,-0.533699344998856,-3.30416819104061,3.83786753603947,9.50057420959769,-9.50057420959769,9.91912132650462,-9.91912132650462,10.9281127176962
95,-0.262309752799628,0.399827477103795,-0.137517724304167,-1.28456614601372,-3.59458045671907,4.87914660273279,11.0313608001355,-11.0313608001355,11.1977914120845,-11.1977914120845,11.4562515500029
96,1.37559831245665,-0.307718070403161,-1.06788024205349,-0.0358187632114382,-3.74030679460245,3.77612555781389,8.98156225204472,-8.98156225204472,9.61904768083429,-9.61904768083429,10.8886458955035
97,2.12006430105668,-0.562242934701886,-1.55782136635479,0.316946702913585,-3.81666411101731,3.49971740810372,8.47912508417696,-8.47912508417696,9.37036535958916,-9.37036535958916,10.9598952126126
98,0.732013781507088,0.142679031977036,-0.874692813484124,-0.711019710826899,-3.81657229354647,4.52759200437337,10.384157275661,-10.384157275661,10.7064445884561,-10.7064445884561,11.5016540215259
99,-0.418547726788336,0.170677730279579,0.247869996508757,-1.67550358345093,-3.31149168451512,4.98699526796605,11.1467569611119,-11.1467569611119,11.2784118179493,-11.2784118179493,10.7113292836157
100,1.54114867708808,-0.620357986153406,-0.92079069093467,-0.359452770570843,-3.95236994289834,4.31182271346918,9.83456573908994,-9.83456573908994,10.4190905478314,-10.4190905478314,11.0234183085796
